Postcode,lat,long
LA1 1AA,54.04816,-2.80382
LA1 1AB,54.04794,-2.80423
LA1 1AD,54.05424,-2.80710
LA1 1AE,54.04696,-2.80403
LA1 1AF,54.04724,-2.79611
LA1 1AG,54.04677,-2.79654
LA1 1AH,54.05153,-2.80299
LA1 1AJ,54.04833,-2.80416
LA1 1AL,54.04806,-2.80116
LA1 1AN,54.04530,-2.80106
LA1 1AP,54.05400,-2.80809
LA1 1AQ,54.04481,-2.80029
LA1 1AR,54.04502,-2.80045
LA1 1AS,54.05076,-2.79845
LA1 1AT,54.04618,-2.79659
LA1 1AU,54.04565,-2.79730
LA1 1AW,54.05005,-2.80089
LA1 1AY,54.05172,-2.80155
LA1 1AZ,54.04417,-2.80231
LA1 1BA,54.04532,-2.80453
LA1 1BB,54.05467,-2.79319
LA1 1BD,54.04808,-2.80007
LA1 1BE,54.04733,-2.80591
LA1 1BF,54.04243,-2.80318
LA1 1BG,54.05118,-2.80140
LA1 1BH,54.05039,-2.80031
LA1 1BJ,54.04609,-2.79767
LA1 1BL,54.05131,-2.80220
LA1 1BN,54.05087,-2.80190
LA1 1BP,54.05103,-2.80172
LA1 1BQ,54.04948,-2.80182
LA1 1BS,54.05397,-2.79478
LA1 1BT,54.04815,-2.80382
LA1 1BU,54.04944,-2.80360
LA1 1BW,54.04520,-2.80089
LA1 1BX,54.04527,-2.80041
LA1 1BY,54.04581,-2.80060
LA1 1BZ,54.05048,-2.80316
LA1 1DA,54.05312,-2.79578
LA1 1DB,54.05151,-2.79702
LA1 1DD,54.05141,-2.79687
LA1 1DE,54.05223,-2.79423
LA1 1DF,54.05228,-2.79583
LA1 1DG,54.05250,-2.79520
LA1 1DH,54.05312,-2.79578
LA1 1DJ,54.05442,-2.79398
LA1 1DL,54.05395,-2.79291
LA1 1DN,54.05308,-2.79366
LA1 1DP,54.05200,-2.79388
LA1 1DQ,54.05268,-2.79598
LA1 1DR,54.05200,-2.79302
LA1 1DS,54.05202,-2.79276
LA1 1DT,54.05156,-2.79610
LA1 1DU,54.05237,-2.79341
LA1 1DW,54.05256,-2.79357
LA1 1DX,54.05247,-2.79298
LA1 1DY,54.05255,-2.79234
LA1 1DZ,54.05298,-2.79255
LA1 1EA,54.05313,-2.79254
LA1 1EB,54.05323,-2.79183
LA1 1ED,54.05126,-2.80491
LA1 1EE,54.05062,-2.80220
LA1 1EF,54.04947,-2.80334
LA1 1EG,54.04933,-2.80208
LA1 1EH,54.04885,-2.80232
LA1 1EJ,54.05350,-2.79193
LA1 1EL,54.05029,-2.80018
LA1 1EN,54.04948,-2.80182
LA1 1EP,54.04948,-2.80182
LA1 1EQ,54.05084,-2.80358
LA1 1ER,54.04942,-2.80262
LA1 1ES,54.04934,-2.80265
LA1 1ET,54.04993,-2.80273
LA1 1EU,54.05038,-2.80183
LA1 1EW,54.04935,-2.80242
LA1 1EX,54.04929,-2.80303
LA1 1EY,54.05038,-2.80183
LA1 1EZ,54.05022,-2.80215
LA1 1FA,54.04862,-2.80049
LA1 1FB,54.04361,-2.80548
LA1 1FD,54.05171,-2.79412
LA1 1FF,54.04815,-2.80382
LA1 1FG,54.04821,-2.80063
LA1 1FH,54.04862,-2.80049
LA1 1FJ,54.04862,-2.80049
LA1 1FL,54.04316,-2.80628
LA1 1FN,54.04862,-2.80049
LA1 1FP,54.04862,-2.80049
LA1 1FQ,54.04815,-2.80382
LA1 1FR,54.04862,-2.80049
LA1 1FS,54.04862,-2.80049
LA1 1FT,54.04862,-2.80049
LA1 1FU,54.04316,-2.80628
LA1 1FW,54.04316,-2.80628
LA1 1FX,54.04815,-2.80382
LA1 1FY,54.04862,-2.80049
LA1 1FZ,54.04366,-2.80546
LA1 1GA,54.05295,-2.80469
LA1 1GB,54.04815,-2.80382
LA1 1GD,54.04815,-2.80382
LA1 1GE,54.05153,-2.79252
LA1 1GF,54.04834,-2.79457
LA1 1GG,54.04607,-2.79807
LA1 1GH,54.04862,-2.80049
LA1 1GJ,54.04862,-2.80049
LA1 1GL,54.04815,-2.80382
LA1 1GN,54.04815,-2.80382
LA1 1GP,54.04862,-2.80049
LA1 1GQ,54.04815,-2.80382
LA1 1GR,54.04815,-2.80382
LA1 1GS,54.04862,-2.80049
LA1 1GT,54.04862,-2.80049
LA1 1GU,54.04862,-2.80049
LA1 1GW,54.04827,-2.80489
LA1 1GX,54.04861,-2.79612
LA1 1GY,54.04815,-2.80382
LA1 1GZ,54.04862,-2.80049
LA1 1HA,54.05052,-2.80193
LA1 1HB,54.05087,-2.80163
LA1 1HD,54.05100,-2.80073
LA1 1HE,54.05084,-2.80358
LA1 1HF,54.05128,-2.80046
LA1 1HG,54.05084,-2.80358
LA1 1HH,54.05088,-2.79972
LA1 1HJ,54.05130,-2.80094
LA1 1HL,54.05252,-2.80432
LA1 1HN,54.05236,-2.80406
LA1 1HP,54.04874,-2.80347
LA1 1HQ,54.05038,-2.80183
LA1 1HR,54.04815,-2.80382
LA1 1HS,54.04883,-2.80275
LA1 1HT,54.04884,-2.80080
LA1 1HU,54.04951,-2.80140
LA1 1HW,54.05306,-2.80480
LA1 1HX,54.04888,-2.80060
LA1 1HY,54.04920,-2.80154
LA1 1HZ,54.04856,-2.80080
LA1 1JA,54.04862,-2.80049
LA1 1JB,54.04781,-2.80174
LA1 1JD,54.04769,-2.80025
LA1 1JE,54.04814,-2.80174
LA1 1JF,54.04827,-2.80101
LA1 1JG,54.04862,-2.80235
LA1 1JH,54.04863,-2.80198
LA1 1JJ,54.04810,-2.80032
LA1 1JL,54.04836,-2.80219
LA1 1JN,54.04835,-2.80271
LA1 1JP,54.04823,-2.80301
LA1 1JQ,54.04851,-2.80165
LA1 1JR,54.04678,-2.80176
LA1 1JS,54.04678,-2.80176
LA1 1JT,54.04824,-2.80083
LA1 1JU,54.04768,-2.79717
LA1 1JW,54.05084,-2.80358
LA1 1JX,54.04805,-2.80170
LA1 1JY,54.04759,-2.80222
LA1 1JZ,54.04714,-2.80253
LA1 1LA,54.04665,-2.80315
LA1 1LB,54.04815,-2.80382
LA1 1LD,54.04657,-2.80388
LA1 1LE,54.04738,-2.80207
LA1 1LF,54.04848,-2.80262
LA1 1LG,54.04779,-2.80261
LA1 1LH,54.04983,-2.80102
LA1 1LJ,54.04948,-2.80182
LA1 1LL,54.04996,-2.80131
LA1 1LN,54.04815,-2.80382
LA1 1LP,54.04946,-2.80015
LA1 1LQ,54.04963,-2.80006
LA1 1LR,54.04981,-2.79997
LA1 1LS,54.04768,-2.79717
LA1 1LT,54.04977,-2.79997
LA1 1LU,54.04982,-2.79951
LA1 1LW,54.04579,-2.80131
LA1 1LX,54.04859,-2.80027
LA1 1LY,54.04909,-2.79952
LA1 1LZ,54.04914,-2.80005
LA1 1NA,54.05078,-2.79946
LA1 1NB,54.04885,-2.79916
LA1 1ND,54.04915,-2.79930
LA1 1NE,54.04917,-2.79856
LA1 1NF,54.04892,-2.79902
LA1 1NG,54.04844,-2.79818
LA1 1NH,54.04988,-2.79859
LA1 1NJ,54.04946,-2.79798
LA1 1NL,54.04972,-2.79761
LA1 1NN,54.04998,-2.79793
LA1 1NP,54.04956,-2.79924
LA1 1NQ,54.04886,-2.79780
LA1 1NR,54.04997,-2.79869
LA1 1NS,54.05060,-2.79769
LA1 1NT,54.05081,-2.79747
LA1 1NU,54.05040,-2.79878
LA1 1NW,54.05083,-2.79652
LA1 1NX,54.05014,-2.79761
LA1 1NY,54.05056,-2.79826
LA1 1NZ,54.05039,-2.79959
LA1 1PA,54.05017,-2.79944
LA1 1PB,54.05009,-2.79970
LA1 1PD,54.04987,-2.80013
LA1 1PE,54.05016,-2.79942
LA1 1PF,54.05041,-2.79725
LA1 1PG,54.05041,-2.79725
LA1 1PH,54.04771,-2.79720
LA1 1PJ,54.04708,-2.79775
LA1 1PL,54.04789,-2.79827
LA1 1PN,54.04758,-2.79720
LA1 1PP,54.04796,-2.79690
LA1 1PQ,54.04865,-2.79761
LA1 1PR,54.04802,-2.79870
LA1 1PS,54.05018,-2.80012
LA1 1PT,54.04756,-2.79579
LA1 1PU,54.04757,-2.79619
LA1 1PW,54.04843,-2.79752
LA1 1PX,54.04841,-2.79662
LA1 1PY,54.04771,-2.79720
LA1 1PZ,54.04882,-2.79710
LA1 1QA,54.04937,-2.79703
LA1 1QB,54.04930,-2.79740
LA1 1QD,54.04898,-2.79629
LA1 1QE,54.04914,-2.79671
LA1 1QF,54.04864,-2.79663
LA1 1QG,54.04862,-2.79569
LA1 1QH,54.04900,-2.79550
LA1 1QJ,54.04862,-2.79569
LA1 1QL,54.04971,-2.79581
LA1 1QN,54.05074,-2.79451
LA1 1QP,54.04136,-2.80624
LA1 1QQ,54.04868,-2.79520
LA1 1QR,54.04815,-2.80382
LA1 1QS,54.05113,-2.79517
LA1 1QT,54.05041,-2.79725
LA1 1QU,54.05143,-2.79382
LA1 1QW,54.05013,-2.79639
LA1 1QX,54.05093,-2.79383
LA1 1QY,54.05071,-2.79408
LA1 1QZ,54.05123,-2.79320
LA1 1RA,54.05483,-2.80803
LA1 1RB,54.05340,-2.80513
LA1 1RD,54.05412,-2.80652
LA1 1RE,54.04705,-2.80165
LA1 1RF,54.04511,-2.80144
LA1 1RG,54.04892,-2.79704
LA1 1RH,54.04640,-2.80068
LA1 1RJ,54.04563,-2.80030
LA1 1RL,54.04896,-2.79754
LA1 1RN,54.04644,-2.80171
LA1 1RP,54.04621,-2.80099
LA1 1RQ,54.04690,-2.80072
LA1 1RR,54.04894,-2.79683
LA1 1RS,54.04560,-2.80148
LA1 1RT,54.04537,-2.80235
LA1 1RU,54.04556,-2.80228
LA1 1RW,54.04879,-2.79661
LA1 1RX,54.04479,-2.80150
LA1 1RY,54.04443,-2.80108
