Postcode,lat,long
DE1 0AA,52.91504,-1.46613
DE1 0AB,52.91504,-1.46613
DE1 0AD,52.91504,-1.46613
DE1 0AE,52.91504,-1.46613
DE1 0AF,52.91504,-1.46613
DE1 0AG,52.91504,-1.46613
DE1 0AH,52.91504,-1.46613
DE1 0AJ,52.91504,-1.46613
DE1 0AL,52.91504,-1.46613
DE1 0AN,52.91504,-1.46613
DE1 0AP,52.91504,-1.46613
DE1 0AQ,52.91493,-1.46561
DE1 0AR,52.91504,-1.46613
DE1 0AS,52.91504,-1.46613
DE1 0AT,52.91504,-1.46613
DE1 0AU,52.91504,-1.46613
DE1 0AW,52.91504,-1.46613
DE1 0AX,52.91504,-1.46613
DE1 0AY,52.91504,-1.46613
DE1 0AZ,52.91504,-1.46613
DE1 0BA,52.91504,-1.46613
DE1 0BB,52.91504,-1.46613
DE1 0BD,52.91504,-1.46613
DE1 0BE,52.91504,-1.46613
DE1 0BF,52.91504,-1.46613
DE1 0BG,52.91504,-1.46613
DE1 0BH,52.91504,-1.46613
DE1 0BJ,52.91504,-1.46613
DE1 0BL,52.91504,-1.46613
DE1 0BN,52.91504,-1.46613
DE1 0BP,52.91504,-1.46613
DE1 0BQ,52.91504,-1.46613
DE1 0BR,52.91504,-1.46613
DE1 0BS,52.91504,-1.46613
DE1 0BU,52.91504,-1.46613
DE1 0BW,52.91504,-1.46613
DE1 0BX,52.91504,-1.46613
DE1 0BY,52.91504,-1.46613
DE1 0BZ,52.91504,-1.46613
DE1 0DA,52.91504,-1.46613
DE1 0DB,52.91504,-1.46613
DE1 0DD,52.91504,-1.46613
DE1 0DE,52.91504,-1.46613
DE1 0DF,52.91504,-1.46613
DE1 0DG,52.91504,-1.46613
DE1 0DH,52.91504,-1.46613
DE1 0DJ,52.91504,-1.46613
DE1 0DL,52.91504,-1.46613
DE1 0DN,52.91504,-1.46613
DE1 0DP,52.91504,-1.46613
DE1 0DQ,52.91504,-1.46613
DE1 0DR,52.91504,-1.46613
DE1 0DS,52.91504,-1.46613
DE1 0DT,52.91504,-1.46613
DE1 0DU,52.91504,-1.46613
DE1 0DW,52.91504,-1.46613
DE1 0DX,52.91504,-1.46613
DE1 0DY,52.91504,-1.46613
DE1 0DZ,52.91504,-1.46613
DE1 0EA,52.91504,-1.46613
DE1 0EB,52.91504,-1.46613
DE1 0ED,52.91504,-1.46613
DE1 0EE,52.91504,-1.46613
DE1 0EF,52.91504,-1.46613
DE1 0EG,52.91504,-1.46613
DE1 0EH,52.91504,-1.46613
DE1 0EJ,52.91504,-1.46613
DE1 0EL,52.91504,-1.46613
DE1 0EN,52.91504,-1.46613
DE1 0EP,52.91504,-1.46613
DE1 0EQ,52.91504,-1.46613
DE1 0ER,52.91504,-1.46613
DE1 0ES,52.91504,-1.46613
DE1 0ET,52.91504,-1.46613
DE1 0EU,52.91504,-1.46613
DE1 0EW,52.91504,-1.46613
DE1 0EX,52.91504,-1.46613
DE1 0EY,52.91504,-1.46613
DE1 0EZ,52.91504,-1.46613
DE1 0FA,52.91504,-1.46613
DE1 0FB,52.91504,-1.46613
DE1 0FD,52.91493,-1.46561
DE1 0FE,52.91504,-1.46613
