Postcode,lat,long
SR1 1AA,54.90855,-1.37974
SR1 1AB,54.90698,-1.37848
SR1 1AE,54.90498,-1.37655
SR1 1AF,54.90592,-1.38191
SR1 1AG,54.90591,-1.38004
SR1 1AH,54.90493,-1.38040
SR1 1BA,54.90720,-1.37920
SR1 1BB,54.90733,-1.38225
SR1 1BD,54.90703,-1.37925
SR1 1BE,54.90614,-1.38082
SR1 1BG,54.90703,-1.37925
SR1 1BH,54.90701,-1.37858
SR1 1BJ,54.90703,-1.37925
SR1 1BL,54.90677,-1.37908
SR1 1BN,54.90722,-1.37979
SR1 1BP,54.91333,-1.38071
SR1 1BQ,54.90720,-1.37928
SR1 1BT,54.92052,-1.38060
SR1 1BU,54.90648,-1.37868
SR1 1BW,54.90722,-1.37979
SR1 1BX,54.90582,-1.37828
SR1 1BY,54.90524,-1.37927
SR1 1BZ,54.90524,-1.37927
SR1 1DA,54.90613,-1.37926
SR1 1DB,54.90613,-1.37926
SR1 1DD,54.90613,-1.37926
SR1 1DE,54.90613,-1.37926
SR1 1DF,54.90572,-1.37867
SR1 1DG,54.90524,-1.37927
SR1 1DH,54.90549,-1.37896
SR1 1DJ,54.90661,-1.37886
SR1 1DL,54.91243,-1.38072
SR1 1DN,54.90974,-1.38076
SR1 1DP,54.90693,-1.38026
SR1 1DQ,54.90524,-1.38083
SR1 1DR,54.90614,-1.38082
SR1 1DS,54.90614,-1.38082
SR1 1DT,54.90614,-1.38082
SR1 1DU,54.91840,-1.41993
SR1 1DW,54.90661,-1.37886
SR1 1DX,54.90733,-1.38057
SR1 1DY,54.90614,-1.38082
SR1 1EA,54.90718,-1.37821
SR1 1EB,54.91838,-1.42026
SR1 1ED,54.90591,-1.38004
SR1 1EE,54.90563,-1.37715
SR1 1EF,54.90613,-1.37770
SR1 1EG,54.90613,-1.37770
SR1 1EH,54.90522,-1.37616
SR1 1EJ,54.90604,-1.37550
SR1 1EL,54.90522,-1.37616
SR1 1EN,54.90522,-1.37616
SR1 1EP,54.90561,-1.37581
SR1 1EQ,54.90503,-1.37736
SR1 1ER,54.90632,-1.37611
SR1 1ES,54.90582,-1.37624
SR1 1ET,54.91838,-1.42026
SR1 1EU,54.90613,-1.37770
SR1 1EW,54.90522,-1.37616
SR1 1EX,54.90613,-1.37770
SR1 1EY,54.90563,-1.37616
SR1 1EZ,54.90725,-1.37715
SR1 1HA,54.90718,-1.37602
SR1 1HB,54.90703,-1.37769
SR1 1HD,54.90613,-1.37926
SR1 1HE,54.90655,-1.37295
SR1 1HF,54.90650,-1.37545
SR1 1HG,54.90608,-1.37396
SR1 1HH,54.90612,-1.37614
SR1 1HJ,54.90522,-1.37616
SR1 1HL,54.90522,-1.37616
SR1 1HN,54.90522,-1.37616
SR1 1HQ,54.90702,-1.37613
SR1 1HR,54.90528,-1.37567
SR1 1HS,54.90528,-1.37567
SR1 1HT,54.90566,-1.38008
SR1 1HU,54.90623,-1.38004
SR1 1HW,54.90534,-1.37565
SR1 1HX,54.90435,-1.38085
SR1 1HZ,54.90605,-1.38020
SR1 1JA,54.90661,-1.37886
SR1 1JB,54.88544,-1.37334
SR1 1JD,54.90524,-1.38083
SR1 1JE,54.90463,-1.37967
