Postcode,lat,long
BL0 0AA,53.64777,-2.31238
BL0 0AB,53.64800,-2.31247
BL0 0AD,53.64917,-2.31328
BL0 0AE,53.65025,-2.31300
BL0 0AF,53.65920,-2.31296
BL0 0AG,53.64734,-2.30966
BL0 0AH,53.64925,-2.31298
BL0 0AJ,53.64749,-2.30378
BL0 0AL,53.64765,-2.31006
BL0 0AN,53.64466,-2.30807
BL0 0AP,53.64685,-2.30930
BL0 0AQ,53.64709,-2.30942
BL0 0AR,53.64645,-2.30943
BL0 0AS,53.64475,-2.30907
BL0 0AT,53.64661,-2.30839
BL0 0AU,53.64731,-2.30782
BL0 0AW,53.64467,-2.30757
BL0 0AX,53.64745,-2.30472
BL0 0AY,53.64764,-2.30526
BL0 0AZ,53.64760,-2.30811
BL0 0BA,53.64868,-2.30963
BL0 0BB,53.65072,-2.31057
BL0 0BD,53.65003,-2.30850
BL0 0BE,53.65013,-2.30722
BL0 0BF,53.67121,-2.30612
BL0 0BG,53.65005,-2.30899
BL0 0BH,53.64881,-2.30795
BL0 0BJ,53.64795,-2.30920
BL0 0BL,53.64827,-2.30498
BL0 0BN,53.64840,-2.30928
BL0 0BP,53.66735,-2.30268
BL0 0BQ,53.65136,-2.30835
BL0 0BS,53.64526,-2.31376
BL0 0BT,53.64708,-2.31039
BL0 0BU,53.64793,-2.31021
BL0 0BW,53.64770,-2.30339
BL0 0BX,53.65213,-2.30560
BL0 0BY,53.64546,-2.30700
BL0 0BZ,53.64557,-2.30526
BL0 0DA,53.64486,-2.30553
BL0 0DB,53.64466,-2.30476
BL0 0DD,53.64602,-2.30140
BL0 0DE,53.64918,-2.30360
BL0 0DF,53.64989,-2.30384
BL0 0DG,53.65243,-2.30419
BL0 0DH,53.64685,-2.30367
BL0 0DJ,53.64733,-2.30251
BL0 0DL,53.64800,-2.30395
BL0 0DN,53.65317,-2.30362
BL0 0DP,53.65004,-2.30419
BL0 0DQ,53.65399,-2.30107
BL0 0DR,53.65166,-2.30449
BL0 0DS,53.65243,-2.30460
BL0 0DT,53.64549,-2.32065
BL0 0DU,53.65253,-2.30881
BL0 0DW,53.65244,-2.30309
BL0 0DX,53.65303,-2.30355
BL0 0DY,53.66847,-2.30517
BL0 0DZ,53.65333,-2.30275
BL0 0EA,53.65309,-2.30294
BL0 0EB,53.66489,-2.30527
BL0 0ED,53.65482,-2.30385
BL0 0EE,53.65492,-2.30274
BL0 0EF,53.65541,-2.30331
BL0 0EG,53.66019,-2.30331
BL0 0EH,53.65588,-2.30315
BL0 0EJ,53.65596,-2.30384
BL0 0EL,53.65525,-2.30293
BL0 0EN,53.66572,-2.30402
BL0 0EP,53.65708,-2.30300
BL0 0EQ,53.66141,-2.30344
BL0 0ER,53.65804,-2.30374
BL0 0ES,53.66287,-2.30353
BL0 0ET,53.66582,-2.30446
BL0 0EU,53.66573,-2.30467
BL0 0EW,53.66660,-2.30333
BL0 0EX,53.66071,-2.31063
BL0 0EY,53.66696,-2.30412
BL0 0EZ,53.66633,-2.30602
BL0 0FA,53.59264,-2.31020
BL0 0FB,53.66028,-2.31050
BL0 0FD,53.66028,-2.31050
BL0 0FE,53.66028,-2.31050
BL0 0FF,53.66028,-2.31050
BL0 0FG,53.66028,-2.31050
BL0 0FH,53.59264,-2.31020
BL0 0FJ,53.66028,-2.31050
BL0 0FL,53.66028,-2.31050
BL0 0FN,53.59264,-2.31020
BL0 0FP,53.66028,-2.31050
BL0 0FQ,53.66169,-2.31169
BL0 0FR,53.59264,-2.31020
BL0 0FS,53.66028,-2.31050
BL0 0FT,53.66028,-2.31050
BL0 0FU,53.64618,-2.30462
BL0 0FW,53.59264,-2.31020
BL0 0FX,53.59264,-2.31020
BL0 0FY,53.59264,-2.31020
BL0 0FZ,53.59264,-2.31020
BL0 0GA,53.59264,-2.31020
BL0 0GB,53.59264,-2.31020
BL0 0GD,53.59264,-2.31020
BL0 0GE,53.59264,-2.31020
BL0 0GF,53.67580,-2.30594
BL0 0GG,53.65210,-2.30516
BL0 0GH,53.67889,-2.30941
BL0 0GJ,53.66731,-2.30329
BL0 0GL,53.67515,-2.30545
BL0 0GN,53.64988,-2.31322
BL0 0GP,53.67159,-2.29838
BL0 0GQ,53.68135,-2.27983
BL0 0GX,53.66888,-2.30309
BL0 0GY,53.67628,-2.30587
BL0 0GZ,53.67786,-2.30560
BL0 0HA,53.66638,-2.30517
BL0 0HB,53.66578,-2.30627
BL0 0HD,53.65015,-2.30306
BL0 0HE,53.66757,-2.30436
BL0 0HF,53.66577,-2.30561
BL0 0HG,53.66994,-2.30418
BL0 0HH,53.65392,-2.30216
BL0 0HJ,53.67361,-2.30606
BL0 0HL,53.67467,-2.30563
BL0 0HN,53.67676,-2.30505
BL0 0HP,53.67514,-2.30537
BL0 0HQ,53.67266,-2.30678
BL0 0HR,53.67657,-2.30596
BL0 0HS,53.67524,-2.30633
BL0 0HT,53.67652,-2.30629
BL0 0HU,53.67592,-2.30337
BL0 0HW,53.67848,-2.30514
BL0 0HX,53.67920,-2.30542
BL0 0HY,53.67969,-2.30571
BL0 0HZ,53.67839,-2.30611
BL0 0JA,53.67711,-2.30611
BL0 0JB,53.67733,-2.30661
BL0 0JD,53.67670,-2.30694
BL0 0JE,53.67431,-2.30547
BL0 0JF,53.67354,-2.30554
BL0 0JG,53.67153,-2.30668
BL0 0JH,53.67349,-2.30710
BL0 0JJ,53.67245,-2.30585
BL0 0JL,53.67175,-2.30536
BL0 0JN,53.66968,-2.30459
BL0 0JP,53.66923,-2.30380
BL0 0JQ,53.67026,-2.30523
BL0 0JR,53.66925,-2.30373
BL0 0JS,53.66892,-2.30427
BL0 0JT,53.66794,-2.30308
BL0 0JU,53.66839,-2.30314
BL0 0JW,53.66970,-2.30324
BL0 0JX,53.66828,-2.30414
BL0 0JY,53.66778,-2.30502
BL0 0JZ,53.66891,-2.30466
BL0 0LA,53.66906,-2.30539
BL0 0LB,53.66786,-2.30593
BL0 0LD,53.66767,-2.30759
BL0 0LE,53.66709,-2.30512
BL0 0LF,53.66688,-2.30657
BL0 0LG,53.66642,-2.30761
BL0 0LH,53.66656,-2.30268
BL0 0LJ,53.66963,-2.30565
BL0 0LL,53.66491,-2.30615
BL0 0LN,53.66445,-2.30778
BL0 0LP,53.66627,-2.30809
BL0 0LQ,53.66721,-2.30748
BL0 0LR,53.66592,-2.30950
BL0 0LS,53.66555,-2.30835
BL0 0LT,53.66517,-2.30843
BL0 0LU,53.66483,-2.30960
BL0 0LW,53.66358,-2.30763
BL0 0LX,53.66455,-2.30722
BL0 0LY,53.66293,-2.31064
BL0 0LZ,53.66340,-2.31248
BL0 0NA,53.66086,-2.31223
BL0 0NB,53.66014,-2.31306
BL0 0ND,53.65862,-2.30975
BL0 0NE,53.65703,-2.31547
BL0 0NF,53.65827,-2.31436
BL0 0NG,53.65832,-2.31530
BL0 0NH,53.65764,-2.31849
BL0 0NJ,53.65818,-2.31717
BL0 0NL,53.65854,-2.31855
BL0 0NN,53.65873,-2.31969
BL0 0NP,53.66303,-2.32151
BL0 0NQ,53.65907,-2.31541
BL0 0NR,53.66261,-2.31958
BL0 0NS,53.66145,-2.31932
BL0 0NT,53.66033,-2.31845
BL0 0NU,53.66457,-2.31951
BL0 0NW,53.65906,-2.31931
BL0 0NX,53.66431,-2.31849
BL0 0NY,53.66424,-2.31814
BL0 0NZ,53.66462,-2.31739
BL0 0PA,53.66505,-2.31707
BL0 0PB,53.66539,-2.31662
BL0 0PD,53.66420,-2.31466
BL0 0PE,53.66399,-2.31467
BL0 0PF,53.66402,-2.31490
BL0 0PG,53.66354,-2.31470
BL0 0PH,53.65898,-2.31621
BL0 0PJ,53.65913,-2.31645
BL0 0PL,53.65881,-2.31541
BL0 0PN,53.65888,-2.31616
BL0 0PP,53.65247,-2.31674
BL0 0PQ,53.66187,-2.31458
BL0 0PR,53.65405,-2.31675
BL0 0PS,53.65409,-2.31614
BL0 0PT,53.65171,-2.31599
BL0 0PU,53.65180,-2.31670
BL0 0PW,53.65838,-2.31615
BL0 0PX,53.65292,-2.31573
BL0 0PY,53.65994,-2.31180
BL0 0PZ,53.66466,-2.30863
BL0 0QA,53.67739,-2.31808
BL0 0QB,53.67603,-2.31753
BL0 0QD,53.67490,-2.30634
BL0 0QE,53.67731,-2.31069
BL0 0QF,53.67772,-2.31455
BL0 0QG,53.67849,-2.31719
BL0 0QH,53.66884,-2.31000
BL0 0QJ,53.66986,-2.31874
BL0 0QL,53.67279,-2.31186
BL0 0QN,53.67777,-2.31573
BL0 0QP,53.67812,-2.31846
BL0 0QQ,53.67817,-2.31728
BL0 0QR,53.67390,-2.32105
BL0 0QS,53.67316,-2.32146
BL0 0QT,53.67825,-2.29898
BL0 0QU,53.67572,-2.30020
BL0 0QW,53.67776,-2.31599
BL0 0QX,53.67168,-2.29873
BL0 0QY,53.67323,-2.29216
BL0 0QZ,53.67881,-2.29668
BL0 0RA,53.66786,-2.29995
BL0 0RB,53.66791,-2.29910
BL0 0RD,53.66645,-2.29553
BL0 0RE,53.66733,-2.30011
BL0 0RF,53.66672,-2.29836
BL0 0RG,53.66393,-2.29384
BL0 0RH,53.66704,-2.30086
BL0 0RJ,53.66559,-2.29824
BL0 0RL,53.65679,-2.28213
BL0 0RN,53.65986,-2.28741
BL0 0RP,53.65502,-2.27389
BL0 0RQ,53.66530,-2.28802
BL0 0RR,53.65058,-2.27650
BL0 0RS,53.64387,-2.27390
BL0 0RT,53.65181,-2.28346
BL0 0RU,53.66017,-2.28975
BL0 0RW,53.65836,-2.28661
BL0 0RX,53.65904,-2.29482
BL0 0RY,53.65431,-2.29561
BL0 0RZ,53.66335,-2.29593
BL0 0SA,53.65830,-2.31478
BL0 0SB,53.66531,-2.30415
BL0 0SD,53.66263,-2.31061
BL0 0SE,53.65452,-2.30407
BL0 0SF,53.59264,-2.31020
BL0 0SG,53.66393,-2.30671
BL0 0SQ,53.65452,-2.30407
BL0 0SY,53.65724,-2.28719
BL0 0SZ,53.67340,-2.32136
BL0 0TA,53.65823,-2.31976
BL0 0WA,53.59264,-2.31020
BL0 0WW,53.59264,-2.31020
BL0 0WX,53.59264,-2.31020
BL0 0WY,53.59264,-2.31020
BL0 0WZ,53.59264,-2.31020
BL0 0XB,53.59264,-2.31020
BL0 0YX,53.59264,-2.31020
BL0 0YY,53.59264,-2.31020
BL0 0ZW,53.59264,-2.31020
BL0 9AA,53.64726,-2.31661
BL0 9AB,53.64802,-2.31512
BL0 9AD,53.64859,-2.31756
BL0 9AE,53.64893,-2.31974
BL0 9AF,53.64829,-2.31937
BL0 9AG,53.64849,-2.31787
BL0 9AH,53.64934,-2.32217
BL0 9AJ,53.64919,-2.31886
BL0 9AL,53.64673,-2.31532
BL0 9AN,53.64771,-2.31643
BL0 9AP,53.63585,-2.31583
BL0 9AQ,53.64806,-2.31625
BL0 9AR,53.59264,-2.31020
BL0 9AS,53.64726,-2.31661
BL0 9AT,53.64814,-2.31820
BL0 9AU,53.64282,-2.31621
BL0 9AW,53.64589,-2.31846
BL0 9AX,53.64475,-2.31771
BL0 9AY,53.64576,-2.31737
BL0 9AZ,53.64616,-2.31645
BL0 9BA,53.64812,-2.31763
BL0 9BB,53.64722,-2.31786
BL0 9BD,53.64680,-2.31777
BL0 9BE,53.64739,-2.31788
BL0 9BF,53.59264,-2.31020
BL0 9BG,53.64836,-2.31544
BL0 9BH,53.64751,-2.31817
BL0 9BJ,53.64797,-2.31763
BL0 9BL,53.64812,-2.31788
BL0 9BN,53.64891,-2.31535
BL0 9BP,53.64850,-2.31557
BL0 9BQ,53.64830,-2.31512
BL0 9BR,53.64930,-2.31649
BL0 9BS,53.64910,-2.31707
BL0 9BT,53.65033,-2.31666
BL0 9BU,53.65122,-2.31729
BL0 9BW,53.64912,-2.31580
BL0 9BX,53.65250,-2.31777
BL0 9BY,53.65068,-2.31762
BL0 9BZ,53.64794,-2.31598
BL0 9DA,53.65219,-2.31829
BL0 9DB,53.64483,-2.31718
BL0 9DD,53.64879,-2.31928
BL0 9DE,53.63857,-2.31828
BL0 9DF,53.63741,-2.31782
BL0 9DG,53.65147,-2.32071
BL0 9DH,53.64875,-2.31874
BL0 9DJ,53.65208,-2.32091
BL0 9DL,53.65268,-2.32147
BL0 9DN,53.65108,-2.32146
BL0 9DP,53.65258,-2.32225
BL0 9DQ,53.65200,-2.32083
BL0 9DR,53.65393,-2.32527
BL0 9DS,53.65194,-2.32334
BL0 9DT,53.65001,-2.32168
BL0 9DU,53.64907,-2.32105
BL0 9DW,53.65074,-2.32016
BL0 9DX,53.64774,-2.32000
BL0 9DY,53.64821,-2.31949
BL0 9DZ,53.64703,-2.31810
BL0 9EA,53.64634,-2.31997
BL0 9EB,53.64642,-2.32049
BL0 9ED,53.64762,-2.32125
BL0 9EE,53.64855,-2.32227
BL0 9EF,53.64762,-2.32209
BL0 9EG,53.64966,-2.32245
BL0 9EH,53.64704,-2.32403
BL0 9EJ,53.64696,-2.32250
BL0 9EL,53.64772,-2.32083
BL0 9EN,53.65014,-2.32351
BL0 9EP,53.64990,-2.32362
BL0 9EQ,53.64997,-2.32322
BL0 9ER,53.64979,-2.32399
BL0 9ES,53.64821,-2.32375
BL0 9ET,53.64882,-2.32438
BL0 9EU,53.64890,-2.32399
BL0 9EW,53.65022,-2.32376
BL0 9EX,53.64864,-2.32385
BL0 9EY,53.64783,-2.32345
BL0 9EZ,53.64786,-2.32319
BL0 9FA,53.59264,-2.31020
BL0 9FB,53.63929,-2.32621
BL0 9FD,53.63802,-2.32399
BL0 9FE,53.63057,-2.33402
BL0 9FF,53.64016,-2.31858
BL0 9FG,53.64001,-2.31955
BL0 9FH,53.63440,-2.31485
BL0 9FJ,53.63455,-2.31368
BL0 9FL,53.64554,-2.32348
BL0 9FN,53.64782,-2.31726
BL0 9FP,53.64940,-2.31510
BL0 9FQ,53.63511,-2.31535
BL0 9FR,53.62303,-2.32568
BL0 9FS,53.62303,-2.32568
BL0 9FT,53.59264,-2.31020
BL0 9FU,53.59264,-2.31020
BL0 9FW,53.64940,-2.31507
BL0 9FX,53.59264,-2.31020
BL0 9FY,53.63106,-2.33351
