Postcode,lat,long
TF1 1AA,52.69979,-2.51983
TF1 1AB,52.69913,-2.52083
TF1 1AD,52.69714,-2.51951
TF1 1AE,52.70314,-2.52001
TF1 1AF,52.70278,-2.52017
TF1 1AG,52.70236,-2.51963
TF1 1AH,52.70269,-2.51812
TF1 1AJ,52.69954,-2.51942
TF1 1AL,52.70271,-2.51752
TF1 1AN,52.70250,-2.51731
TF1 1AP,52.70243,-2.51776
TF1 1AQ,52.69971,-2.51499
TF1 1BA,52.69965,-2.52044
TF1 1BB,52.69913,-2.52083
TF1 1BD,52.69981,-2.51900
TF1 1BE,52.70010,-2.51900
TF1 1BH,52.69913,-2.52083
TF1 1BJ,52.70042,-2.51870
TF1 1BN,52.70126,-2.52244
TF1 1BP,52.70114,-2.51881
TF1 1BS,52.70002,-2.52233
TF1 1BT,52.70003,-2.51937
TF1 1BU,52.70102,-2.51831
TF1 1BW,52.70074,-2.51878
TF1 1BX,52.70171,-2.51919
TF1 1BY,52.70119,-2.51760
TF1 1BZ,52.70119,-2.51855
TF1 1DA,52.70311,-2.51866
TF1 1DB,52.70078,-2.51849
TF1 1DD,52.70191,-2.51925
TF1 1DE,52.70181,-2.51936
TF1 1DF,52.70183,-2.51939
TF1 1DG,52.70248,-2.51850
TF1 1DH,52.70183,-2.51939
TF1 1DJ,52.70183,-2.51939
TF1 1DL,52.70183,-2.51939
TF1 1DN,52.70222,-2.51825
TF1 1DP,52.70273,-2.51940
TF1 1DQ,52.70219,-2.51884
TF1 1DR,52.70290,-2.51854
TF1 1DS,52.70306,-2.51831
TF1 1DT,52.70091,-2.51988
TF1 1DU,52.70206,-2.51898
TF1 1DX,52.70002,-2.52085
TF1 1DY,52.70092,-2.52086
TF1 1DZ,52.70018,-2.52083
TF1 1EA,52.70223,-2.52231
TF1 1EB,52.70169,-2.52174
TF1 1ED,52.69990,-2.52078
TF1 1EE,52.70189,-2.51927
TF1 1EF,52.70091,-2.52382
TF1 1EG,52.70175,-2.52115
TF1 1EH,52.70242,-2.52111
TF1 1EJ,52.70177,-2.51983
TF1 1EL,52.70297,-2.52060
TF1 1EN,52.70242,-2.52052
TF1 1EP,52.70309,-2.52084
TF1 1EQ,52.70182,-2.52235
TF1 1ER,52.70233,-2.51975
TF1 1ES,52.70260,-2.52047
TF1 1ET,52.70294,-2.51753
TF1 1EU,52.70161,-2.51975
TF1 1EW,52.70240,-2.52053
TF1 1EX,52.70273,-2.51792
TF1 1EY,52.70323,-2.51776
TF1 1EZ,52.70336,-2.51745
TF1 1HA,52.70340,-2.51901
TF1 1HB,52.70327,-2.52130
TF1 1HD,52.70272,-2.52088
TF1 1HE,52.69927,-2.51779
TF1 1HF,52.69981,-2.51904
TF1 1HG,52.70089,-2.51920
TF1 1HH,52.70004,-2.51789
TF1 1HJ,52.69978,-2.51773
TF1 1HL,52.69807,-2.51762
TF1 1HN,52.69823,-2.51934
TF1 1HP,52.69824,-2.51786
TF1 1HQ,52.70134,-2.51913
TF1 1HR,52.69730,-2.51773
TF1 1HS,52.69734,-2.51652
TF1 1HT,52.69621,-2.51661
TF1 1HU,52.69703,-2.51464
TF1 1HW,52.69843,-2.51701
TF1 1HX,52.69596,-2.51392
TF1 1HY,52.69576,-2.51437
TF1 1HZ,52.69605,-2.51488
TF1 1JA,52.69679,-2.51286
TF1 1JB,52.69590,-2.51257
TF1 1JD,52.69611,-2.51145
TF1 1JE,52.69609,-2.51081
TF1 1JF,52.69665,-2.51015
TF1 1JG,52.69633,-2.50899
TF1 1JH,52.69755,-2.51241
TF1 1JJ,52.69811,-2.51302
TF1 1JL,52.69837,-2.51281
TF1 1JN,52.69887,-2.51377
TF1 1JP,52.69870,-2.51510
TF1 1JQ,52.69595,-2.50910
TF1 1JR,52.69962,-2.51323
TF1 1JS,52.69986,-2.51324
TF1 1JT,52.69893,-2.51280
TF1 1JU,52.69780,-2.51098
TF1 1JW,52.69948,-2.51418
TF1 1JX,52.69712,-2.51170
TF1 1JY,52.69780,-2.51302
TF1 1JZ,52.69882,-2.51460
TF1 1LA,52.69825,-2.51638
TF1 1LB,52.69825,-2.51638
TF1 1LD,52.69997,-2.51991
TF1 1LE,52.69731,-2.51304
TF1 1LF,52.69825,-2.51638
TF1 1LG,52.69871,-2.51689
TF1 1LH,52.69805,-2.51356
TF1 1LJ,52.69858,-2.51395
TF1 1LL,52.69911,-2.51416
TF1 1LN,52.69850,-2.51232
TF1 1LP,52.70045,-2.51820
TF1 1LQ,52.69795,-2.51648
TF1 1LR,52.70003,-2.51937
TF1 1LS,52.70046,-2.51805
TF1 1LT,52.69901,-2.51602
TF1 1LU,52.70062,-2.51681
TF1 1LW,52.69830,-2.51098
TF1 1LX,52.69994,-2.51873
TF1 1LY,52.70087,-2.51769
TF1 1LZ,52.69872,-2.51186
TF1 1NA,52.70004,-2.51789
TF1 1NB,52.70004,-2.51789
TF1 1ND,52.70025,-2.51728
TF1 1NE,52.70035,-2.51691
TF1 1NF,52.69860,-2.52408
TF1 1NG,52.70004,-2.51789
TF1 1NH,52.70083,-2.51445
TF1 1NJ,52.70086,-2.51306
TF1 1NL,52.70150,-2.51372
TF1 1NN,52.70042,-2.51327
TF1 1NP,52.70010,-2.51328
TF1 1NQ,52.69927,-2.51462
TF1 1NR,52.70060,-2.51247
TF1 1NS,52.70165,-2.51354
TF1 1NT,52.69656,-2.50256
TF1 1NU,52.70034,-2.51164
TF1 1NW,52.70014,-2.51596
TF1 1NX,52.69981,-2.51109
TF1 1NY,52.69859,-2.50992
TF1 1NZ,52.69960,-2.51156
TF1 1PA,52.69855,-2.51125
TF1 1PB,52.69999,-2.51108
TF1 1PD,52.70034,-2.51075
TF1 1PE,52.69979,-2.50920
TF1 1PF,52.69814,-2.50682
TF1 1PG,52.69738,-2.50476
TF1 1PH,52.69792,-2.50262
TF1 1PJ,52.69777,-2.50887
TF1 1PL,52.69809,-2.50346
TF1 1PN,52.69779,-2.50398
TF1 1PP,52.69835,-2.50481
TF1 1PQ,52.69683,-2.50392
TF1 1PR,52.69957,-2.50719
TF1 1PS,52.70049,-2.51588
TF1 1PT,52.70041,-2.50758
TF1 1PU,52.69879,-2.50476
TF1 1PW,52.69879,-2.50513
TF1 1PX,52.69937,-2.50474
TF1 1PY,52.70086,-2.51693
TF1 1PZ,52.69987,-2.51420
TF1 1QA,52.69932,-2.52215
TF1 1QB,52.69912,-2.52231
TF1 1QD,52.70031,-2.50630
TF1 1QE,52.69936,-2.52443
TF1 1QF,52.69837,-2.52170
TF1 1QG,52.69968,-2.52410
TF1 1QH,52.69905,-2.52603
TF1 1QJ,52.69918,-2.52363
TF1 1QL,52.69860,-2.52698
TF1 1QN,52.69787,-2.52585
TF1 1QP,52.69777,-2.52582
TF1 1QQ,52.69912,-2.52507
TF1 1QR,52.69720,-2.52416
TF1 1QS,52.69795,-2.52384
TF1 1QT,52.69817,-2.52412
TF1 1QU,52.69763,-2.52500
TF1 1QW,52.69730,-2.52673
TF1 1QX,52.69866,-2.52287
TF1 1QY,52.69828,-2.52223
TF1 1QZ,52.69886,-2.52028
TF1 1RA,52.69719,-2.52047
TF1 1RB,52.69867,-2.52629
TF1 1RD,52.69714,-2.52158
TF1 1RE,52.69661,-2.52043
TF1 1RF,52.69639,-2.52039
TF1 1RG,52.69620,-2.52052
TF1 1RH,52.69766,-2.51972
