Postcode,lat,long
B1 1AA,52.47666,-1.90353
B1 1AD,52.47666,-1.90353
B1 1AG,52.47452,-1.90215
B1 1AH,52.47639,-1.90425
B1 1AQ,52.47452,-1.90215
B1 1AT,52.47639,-1.90425
B1 1AY,52.47592,-1.90539
B1 1AZ,52.47666,-1.90353
B1 1BA,52.47542,-1.90021
B1 1BB,52.48078,-1.90409
B1 1BD,52.47893,-1.90293
B1 1BE,52.47757,-1.90174
B1 1BF,52.47488,-1.90240
B1 1BG,52.47894,-1.90314
B1 1BH,52.47895,-1.90314
B1 1BJ,52.47666,-1.90353
B1 1BL,52.47685,-1.90161
B1 1BN,52.47657,-1.90089
B1 1BQ,52.47728,-1.90278
B1 1BT,52.47542,-1.90021
B1 1BU,52.47541,-1.89993
B1 1BW,52.47666,-1.90353
B1 1BX,52.49595,-1.89421
B1 1BY,52.47542,-1.90021
B1 1BZ,52.47488,-1.90240
B1 1DA,52.47438,-1.89955
B1 1DB,52.47328,-1.90019
B1 1DD,52.47385,-1.89918
B1 1DE,52.47369,-1.89984
B1 1DF,52.47388,-1.89896
B1 1DG,52.47189,-1.90426
B1 1DH,52.47282,-1.90176
B1 1DJ,52.47349,-1.90020
B1 1DL,52.47369,-1.89984
B1 1DN,52.47369,-1.90131
B1 1DR,52.47404,-1.90149
B1 1DS,52.47369,-1.90131
B1 1DW,52.47309,-1.90092
B1 1DX,52.47666,-1.90353
B1 1ED,52.47844,-1.90621
B1 1EE,52.47755,-1.90487
B1 1EF,52.47666,-1.90353
B1 1EG,52.47482,-1.89962
B1 1EH,52.47663,-1.90291
B1 1EJ,52.47844,-1.90621
B1 1EL,52.47476,-1.89963
B1 1EN,52.47844,-1.90621
B1 1EP,52.47458,-1.89984
B1 1EQ,52.47478,-1.89963
B1 1ER,52.47844,-1.90621
B1 1ES,52.47458,-1.89984
B1 1EU,52.47666,-1.90353
B1 1EW,52.47548,-1.90131
B1 1EY,52.47844,-1.90621
B1 1EZ,52.47488,-1.90240
B1 1FD,52.47471,-1.90964
B1 1FE,52.47666,-1.90353
B1 1FF,52.47471,-1.90964
B1 1FJ,52.47814,-1.90550
B1 1FL,52.47488,-1.90240
B1 1FN,52.47814,-1.90550
B1 1FQ,52.47814,-1.90550
B1 1FU,52.47814,-1.90550
B1 1FW,52.47365,-1.90150
B1 1FZ,52.47324,-1.90169
B1 1GA,52.47324,-1.90237
B1 1GB,52.47324,-1.90237
B1 1GS,52.47644,-1.90135
B1 1GT,52.47548,-1.90131
B1 1HB,52.47666,-1.90353
B1 1HG,52.47488,-1.90240
B1 1HH,52.47746,-1.90656
B1 1HJ,52.47369,-1.90573
B1 1HL,52.47569,-1.90349
B1 1HN,52.47518,-1.90285
B1 1HP,52.47418,-1.90290
B1 1HQ,52.47872,-1.90691
B1 1HR,52.47418,-1.90290
B1 1HU,52.47369,-1.90426
B1 1HW,52.47488,-1.90240
