Postcode,lat,long
BS0 1ZZ,51.34388,-2.95702
BS1 1AA,51.44951,-2.57837
BS1 1AB,51.44951,-2.57837
BS1 1AD,51.45845,-2.57416
BS1 1AE,51.44951,-2.57837
BS1 1AF,51.44951,-2.57837
BS1 1AG,51.44951,-2.57837
BS1 1AH,51.44951,-2.57837
BS1 1AJ,51.44951,-2.57837
BS1 1AL,51.44951,-2.57837
BS1 1AN,51.44951,-2.57837
BS1 1AP,51.44951,-2.57837
BS1 1AQ,51.44951,-2.57837
BS1 1AR,51.44951,-2.57837
BS1 1BA,51.45177,-2.59430
BS1 1BB,51.44951,-2.57837
BS1 1BD,51.44951,-2.57837
BS1 1BE,51.44951,-2.57837
BS1 1BF,51.44951,-2.57837
BS1 1BG,51.44951,-2.57837
BS1 1BH,51.44951,-2.57837
BS1 1BJ,51.44951,-2.57837
BS1 1BL,51.44951,-2.57837
BS1 1BN,51.44951,-2.57837
BS1 1BP,51.44951,-2.57837
BS1 1BT,51.45354,-2.59563
BS1 1BU,51.45365,-2.59393
BS1 1BX,51.44951,-2.57837
BS1 1BZ,51.45447,-2.59433
BS1 1DA,51.45479,-2.59500
BS1 1DB,51.45517,-2.59546
BS1 1DD,51.45975,-2.57494
BS1 1DE,51.45527,-2.59516
BS1 1DF,51.45446,-2.59577
BS1 1DH,51.45446,-2.59577
BS1 1DJ,51.45446,-2.59577
BS1 1DL,51.45364,-2.59413
BS1 1DN,51.45446,-2.59577
BS1 1DP,51.45490,-2.59432
BS1 1DQ,51.45241,-2.59321
BS1 1DR,51.45543,-2.59345
BS1 1DS,51.45447,-2.59433
BS1 1DT,51.45447,-2.59433
BS1 1DU,51.45447,-2.59433
BS1 1DW,51.45484,-2.59434
BS1 1DX,51.45513,-2.59398
BS1 1DY,51.45541,-2.59557
BS1 1DZ,51.45542,-2.59555
BS1 1EA,51.45460,-2.59543
BS1 1EB,51.45515,-2.59572
BS1 1ED,51.45267,-2.59431
BS1 1EE,51.45478,-2.59572
BS1 1EF,51.45445,-2.59721
BS1 1EG,51.45445,-2.59721
BS1 1EH,51.45354,-2.59492
BS1 1EJ,51.45445,-2.59721
BS1 1EL,51.45441,-2.59580
BS1 1EN,51.45455,-2.59604
BS1 1EP,51.45445,-2.59721
BS1 1EQ,51.45425,-2.59540
BS1 1EW,51.45356,-2.59576
BS1 1GB,51.45332,-2.59318
BS1 1HA,51.45267,-2.59431
BS1 1HG,51.45267,-2.59431
BS1 1HH,51.45267,-2.59431
BS1 1HJ,51.45461,-2.59438
BS1 1HL,51.45357,-2.59432
BS1 1HN,51.45267,-2.59431
BS1 1HP,51.45267,-2.59431
BS1 1HQ,51.45432,-2.59398
BS1 1HR,51.45356,-2.59576
BS1 1HS,51.45442,-2.59469
BS1 1HT,51.45438,-2.59488
BS1 1HU,51.45267,-2.59431
BS1 1HW,51.45396,-2.59379
BS1 1HX,51.45267,-2.59431
BS1 1HZ,51.45356,-2.59576
BS1 1JD,51.45357,-2.59432
