Postcode,lat,long
PL1 1AA,50.37826,-4.14550
PL1 1AB,50.37084,-4.13850
PL1 1AE,50.37108,-4.13875
PL1 1AJ,50.37211,-4.14549
PL1 1AN,50.37068,-4.14018
PL1 1AR,50.37441,-4.14313
PL1 1AS,50.37097,-4.15365
PL1 1AT,50.37172,-4.13725
PL1 1AU,50.36442,-4.10438
PL1 1AX,50.37826,-4.14550
PL1 1BA,50.37283,-4.13993
PL1 1BB,50.37225,-4.13930
PL1 1BD,50.37163,-4.13741
PL1 1BE,50.37192,-4.13789
PL1 1BG,50.36558,-4.10546
PL1 1BH,50.37187,-4.13824
PL1 1BJ,50.37163,-4.13741
PL1 1BL,50.37276,-4.13898
PL1 1BN,50.37262,-4.13816
PL1 1BP,50.37262,-4.13816
PL1 1BQ,50.37168,-4.13805
PL1 1BS,50.37226,-4.13797
PL1 1BT,50.37074,-4.13737
PL1 1BU,50.37225,-4.13807
PL1 1BW,50.37074,-4.13737
PL1 1BX,50.37226,-4.13797
PL1 1BY,50.37074,-4.13737
PL1 1BZ,50.37074,-4.13737
PL1 1DA,50.37095,-4.13931
PL1 1DB,50.37071,-4.13878
PL1 1DD,50.37117,-4.13875
PL1 1DE,50.37130,-4.13875
PL1 1DF,50.37106,-4.13862
PL1 1DG,50.37144,-4.13875
PL1 1DH,50.37221,-4.14004
PL1 1DJ,50.37360,-4.14089
PL1 1DL,50.37175,-4.13950
PL1 1DN,50.37000,-4.13839
PL1 1DP,50.37117,-4.13875
PL1 1DQ,50.37164,-4.13927
PL1 1DR,50.36442,-4.10438
PL1 1DS,50.37064,-4.13974
PL1 1DT,50.37049,-4.14508
PL1 1DU,50.37052,-4.14124
PL1 1DW,50.36984,-4.13733
PL1 1DX,50.37052,-4.14124
PL1 1DY,50.37057,-4.14171
PL1 1DZ,50.37059,-4.14305
PL1 1EA,50.37252,-4.13776
PL1 1EB,50.37061,-4.14302
PL1 1ED,50.36976,-4.14155
PL1 1EE,50.37161,-4.14474
PL1 1EF,50.37161,-4.14474
PL1 1EG,50.37469,-4.14194
PL1 1EH,50.36976,-4.14155
PL1 1EJ,50.36558,-4.10546
PL1 1EL,50.36976,-4.14155
PL1 1EN,50.36976,-4.14155
PL1 1EP,50.37065,-4.14474
PL1 1EQ,50.36976,-4.14155
PL1 1ER,50.37074,-4.14533
PL1 1ES,50.37211,-4.14549
PL1 1ET,50.37097,-4.14614
PL1 1EU,50.37087,-4.14615
PL1 1EW,50.37061,-4.14392
PL1 1EX,50.36971,-4.14436
PL1 1EY,50.36971,-4.14436
PL1 1EZ,50.37114,-4.14626
PL1 1FJ,50.36558,-4.10546
PL1 1FP,50.36971,-4.14436
PL1 1FR,50.36971,-4.14436
PL1 1FS,50.36971,-4.14436
PL1 1FU,50.37211,-4.14548
PL1 1FX,50.36971,-4.14436
PL1 1FY,50.36442,-4.10438
PL1 1FZ,50.36971,-4.14436
PL1 1GA,50.36442,-4.10438
PL1 1GB,50.37219,-4.14533
PL1 1GD,50.37219,-4.14533
PL1 1GE,50.36971,-4.14436
PL1 1GF,50.36971,-4.14436
PL1 1GG,50.37826,-4.14550
PL1 1GH,50.36971,-4.14436
PL1 1GJ,50.37219,-4.14533
PL1 1GL,50.36971,-4.14436
PL1 1GN,50.36971,-4.14436
PL1 1GP,50.36971,-4.14436
PL1 1GQ,50.36971,-4.14436
PL1 1GR,50.37219,-4.14533
PL1 1GS,50.37219,-4.14533
PL1 1GT,50.37211,-4.14549
PL1 1GU,50.36971,-4.14436
PL1 1GW,50.36971,-4.14436
PL1 1GX,50.36971,-4.14436
PL1 1GY,50.36558,-4.10546
PL1 1GZ,50.37826,-4.14550
PL1 1HA,50.37050,-4.14470
PL1 1HB,50.36558,-4.10546
PL1 1HD,50.37091,-4.13929
PL1 1HE,50.37138,-4.13853
PL1 1HF,50.36992,-4.13811
PL1 1HG,50.37163,-4.13741
PL1 1HH,50.37087,-4.14289
PL1 1HJ,50.37107,-4.14289
PL1 1HL,50.37156,-4.14163
PL1 1HP,50.37156,-4.14163
PL1 1HQ,50.36976,-4.14155
PL1 1HR,50.37156,-4.14163
PL1 1HS,50.37211,-4.14549
PL1 1HT,50.37156,-4.14163
PL1 1HU,50.37188,-4.14291
PL1 1HW,50.37156,-4.14163
PL1 1HX,50.37205,-4.14291
PL1 1HY,50.37277,-4.14296
PL1 1HZ,50.37300,-4.14297
PL1 1JA,50.37392,-4.14193
PL1 1JB,50.37217,-4.14196
PL1 1JD,50.37156,-4.14163
PL1 1JE,50.37392,-4.14193
PL1 1JF,50.37289,-4.14298
PL1 1JG,50.37156,-4.14163
PL1 1JH,50.37316,-4.14298
PL1 1JJ,50.37156,-4.14163
PL1 1JL,50.37321,-4.14304
PL1 1JN,50.37211,-4.14549
PL1 1JR,50.37163,-4.13741
PL1 1JS,50.37158,-4.14022
PL1 1JT,50.37318,-4.14201
PL1 1JU,50.37323,-4.14198
PL1 1JX,50.37156,-4.14163
PL1 1JY,50.37392,-4.14193
PL1 1JZ,50.37156,-4.14163
PL1 1LA,50.37184,-4.14208
PL1 1LB,50.37308,-4.14199
PL1 1LD,50.37442,-4.14205
PL1 1LE,50.37384,-4.14397
PL1 1LF,50.37285,-4.14195
PL1 1LG,50.37371,-4.14068
PL1 1LH,50.37074,-4.14533
PL1 1LJ,50.37276,-4.14205
PL1 1LL,50.37163,-4.13741
PL1 1LN,50.37156,-4.14163
PL1 1LP,50.37256,-4.14108
PL1 1LQ,50.37156,-4.14163
PL1 1LR,50.37253,-4.14387
PL1 1LS,50.37150,-4.14444
PL1 1LT,50.37265,-4.14082
PL1 1LU,50.37260,-4.14284
PL1 1LX,50.36558,-4.10546
PL1 1LY,50.37291,-4.14196
PL1 1LZ,50.37150,-4.14444
PL1 1NB,50.37150,-4.14444
PL1 1NF,50.37255,-4.14508
PL1 1NG,50.37150,-4.14444
PL1 1NH,50.37219,-4.14533
PL1 1NJ,50.37244,-4.14653
PL1 1NL,50.37228,-4.14058
PL1 1NN,50.37150,-4.14444
PL1 1NP,50.37150,-4.14444
PL1 1NR,50.37226,-4.14162
PL1 1NS,50.37219,-4.14423
PL1 1NT,50.37220,-4.14341
PL1 1NU,50.37027,-4.15064
PL1 1NW,50.37224,-4.14131
PL1 1NX,50.37219,-4.14509
PL1 1NZ,50.36976,-4.14155
PL1 1PA,50.37219,-4.14610
PL1 1PB,50.37263,-4.14581
PL1 1PD,50.37277,-4.14607
PL1 1PE,50.37138,-4.14737
PL1 1PF,50.37163,-4.13741
PL1 1PG,50.37222,-4.14732
PL1 1PH,50.37207,-4.14687
PL1 1PJ,50.37167,-4.14343
PL1 1PL,50.37145,-4.14725
PL1 1PN,50.37145,-4.14725
PL1 1PQ,50.37177,-4.14685
PL1 1PR,50.37189,-4.14652
PL1 1PS,50.37189,-4.14652
PL1 1PT,50.37308,-4.14199
PL1 1PU,50.37209,-4.14783
PL1 1PW,50.37190,-4.14651
PL1 1PX,50.37226,-4.14806
PL1 1PY,50.37247,-4.14756
PL1 1PZ,50.37166,-4.14772
PL1 1QA,50.37208,-4.14785
PL1 1QD,50.37166,-4.14776
PL1 1QE,50.37163,-4.13741
PL1 1QF,50.37209,-4.14775
PL1 1QH,50.37326,-4.13985
PL1 1QJ,50.37319,-4.14107
PL1 1QL,50.37319,-4.14171
PL1 1QN,50.37243,-4.14307
PL1 1QP,50.37314,-4.14332
PL1 1QQ,50.37313,-4.14389
PL1 1QR,50.37240,-4.14448
PL1 1QS,50.36442,-4.10438
PL1 1QT,50.37314,-4.14544
PL1 1QU,50.37238,-4.14588
PL1 1QW,50.37313,-4.14389
PL1 1QX,50.37353,-4.14131
PL1 1QY,50.37061,-4.14440
PL1 1QZ,50.37117,-4.13961
PL1 1RA,50.37122,-4.14136
PL1 1RB,50.37112,-4.14328
PL1 1RD,50.37107,-4.14289
PL1 1RE,50.37061,-4.14440
PL1 1RF,50.37122,-4.14403
PL1 1RG,50.37061,-4.14440
PL1 1RH,50.37219,-4.14533
PL1 1RJ,50.37117,-4.14379
PL1 1RL,50.37171,-4.14016
PL1 1RN,50.37061,-4.14440
PL1 1RP,50.37123,-4.14430
PL1 1RQ,50.37110,-4.14680
PL1 1RR,50.37166,-4.14366
PL1 1RS,50.37199,-4.14388
PL1 1RT,50.37061,-4.14440
PL1 1RU,50.37183,-4.14501
PL1 1RW,50.37167,-4.14145
PL1 1RX,50.37156,-4.14561
PL1 1RY,50.36878,-4.14572
PL1 1RZ,50.37154,-4.14655
PL1 1SA,50.37063,-4.14040
PL1 1SB,50.37315,-4.14437
PL1 1SD,50.37302,-4.14572
PL1 1SE,50.37219,-4.14533
PL1 1SG,50.37110,-4.13861
PL1 1SH,50.37274,-4.14727
PL1 1SJ,50.37287,-4.14676
PL1 1SL,50.37303,-4.14628
PL1 1SN,50.37277,-4.14607
PL1 1SP,50.37415,-4.14110
PL1 1SR,50.37400,-4.14095
PL1 1SS,50.37428,-4.14034
PL1 1ST,50.37428,-4.14034
PL1 1SU,50.37494,-4.14133
PL1 1SW,50.37248,-4.14651
PL1 1SX,50.37105,-4.14034
PL1 1SY,50.37219,-4.14533
PL1 1SZ,50.37428,-4.14034
PL1 1TB,50.37145,-4.14725
PL1 1TD,50.36976,-4.14155
PL1 1TE,50.37145,-4.14725
PL1 1TF,50.37121,-4.15042
PL1 1TG,50.37092,-4.14794
PL1 1TH,50.37053,-4.14861
PL1 1TJ,50.36960,-4.14998
PL1 1TL,50.37022,-4.15369
PL1 1TN,50.37099,-4.15109
PL1 1TP,50.37090,-4.15341
PL1 1TQ,50.37099,-4.14797
PL1 1TS,50.36958,-4.15138
PL1 1TT,50.36958,-4.15138
PL1 1TU,50.37065,-4.15188
PL1 1TW,50.37063,-4.15435
PL1 1TX,50.36558,-4.10546
PL1 1TY,50.37096,-4.15219
PL1 1TZ,50.37123,-4.15196
PL1 1UA,50.37114,-4.15155
PL1 1UD,50.37050,-4.15002
PL1 1UE,50.37048,-4.15142
PL1 1UF,50.37048,-4.15142
PL1 1UG,50.37219,-4.14533
PL1 1UH,50.37423,-4.14126
PL1 1UJ,50.37053,-4.14861
PL1 1UL,50.37055,-4.14721
PL1 1UP,50.36442,-4.10438
PL1 1UQ,50.37048,-4.15142
PL1 1UR,50.37251,-4.13886
PL1 1UT,50.36847,-4.14406
PL1 1UU,50.37219,-4.14533
PL1 1UW,50.37055,-4.14721
PL1 1UY,50.37251,-4.13886
PL1 1UZ,50.37251,-4.13886
PL1 1WA,50.37219,-4.14533
PL1 1WG,50.36556,-4.10549
PL1 1WW,50.36558,-4.10546
PL1 1WY,50.36556,-4.10549
PL1 1WZ,50.36558,-4.10546
PL1 1XA,50.37826,-4.14550
PL1 1XB,50.36556,-4.10549
PL1 1XD,50.38634,-4.16902
PL1 1XE,50.37211,-4.14549
PL1 1XF,50.37187,-4.12476
PL1 1XG,50.37187,-4.12476
PL1 1XH,50.37063,-4.14299
PL1 1XJ,50.37063,-4.14299
PL1 1XL,50.37826,-4.14550
PL1 1XN,50.37063,-4.14299
PL1 1XQ,50.37826,-4.14550
PL1 1XS,50.37063,-4.14299
PL1 1XT,50.38532,-4.12677
PL1 1XU,50.37063,-4.14299
PL1 1XW,50.37063,-4.14299
PL1 1XY,50.36558,-4.10546
PL1 1YA,50.36558,-4.10546
PL1 1YB,50.38250,-4.13368
PL1 1YF,50.37213,-4.14537
PL1 1YG,50.38250,-4.13368
PL1 1YH,50.36558,-4.10546
PL1 1YJ,50.38250,-4.13368
PL1 1YL,50.38250,-4.13368
PL1 1YN,50.36558,-4.10546
PL1 1YQ,50.38250,-4.13368
PL1 1ZA,50.37826,-4.14550
PL1 1ZB,50.37826,-4.14550
PL1 1ZD,50.37826,-4.14550
PL1 1ZE,50.37826,-4.14550
PL1 1ZQ,50.36558,-4.10546
PL1 1ZU,50.36442,-4.10438
PL1 2AA,50.36958,-4.14300
PL1 2AB,50.36955,-4.13981
PL1 2AD,50.36952,-4.14059
PL1 2AE,50.36943,-4.13987
PL1 2AF,50.36842,-4.14091
PL1 2AG,50.36846,-4.13896
PL1 2AH,50.36952,-4.13919
PL1 2AJ,50.36882,-4.13886
PL1 2AL,50.36804,-4.13725
PL1 2AN,50.36937,-4.13873
PL1 2AP,50.36791,-4.14428
PL1 2AQ,50.36800,-4.14012
PL1 2AR,50.36811,-4.14126
PL1 2AS,50.36883,-4.13894
PL1 2AT,50.36781,-4.13889
PL1 2AU,50.36884,-4.14600
PL1 2AW,50.36932,-4.13828
PL1 2AX,50.36879,-4.13910
