Postcode,lat,long
CA1 1AA,54.89056,-2.94379
CA1 1AB,54.89241,-2.93177
CA1 1AD,54.89246,-2.93230
CA1 1AE,54.89370,-2.93066
CA1 1AF,54.89392,-2.93138
CA1 1AG,54.89304,-2.92879
CA1 1AJ,54.89218,-2.92794
CA1 1AZ,54.89337,-2.93076
CA1 1BA,54.89353,-2.93009
CA1 1BB,54.89390,-2.92974
CA1 1BD,54.89325,-2.92694
CA1 1BE,54.89482,-2.93043
CA1 1BG,54.89479,-2.93109
CA1 1BH,54.89425,-2.93234
CA1 1BJ,54.89426,-2.93122
CA1 1BN,54.89425,-2.93234
CA1 1BP,54.89488,-2.93115
CA1 1BQ,54.89425,-2.93234
CA1 1BU,54.89385,-2.93297
CA1 1BX,54.89336,-2.93232
CA1 1BZ,54.89389,-2.93272
CA1 1DA,54.89425,-2.93234
CA1 1DB,54.89386,-2.93196
CA1 1DD,54.89380,-2.93197
CA1 1DE,54.89356,-2.92800
CA1 1DF,54.89382,-2.93133
CA1 1DG,54.89371,-2.93064
CA1 1DH,54.89289,-2.93223
CA1 1DJ,54.89349,-2.93167
CA1 1DL,54.89246,-2.93230
CA1 1DN,54.89271,-2.93138
CA1 1DP,54.89315,-2.93186
CA1 1DQ,54.89319,-2.93220
CA1 1DR,54.89306,-2.93018
CA1 1DS,54.89247,-2.93074
CA1 1DT,54.89338,-2.92920
CA1 1DU,54.89334,-2.92889
CA1 1DW,54.89246,-2.93230
CA1 1DX,54.89328,-2.92924
CA1 1DY,54.89248,-2.92918
CA1 1DZ,54.89356,-2.92800
CA1 1EA,54.89414,-2.92714
CA1 1EB,54.89380,-2.92849
CA1 1ED,54.89323,-2.92935
CA1 1EE,54.89330,-2.93038
CA1 1EF,54.89246,-2.93230
CA1 1EG,54.89427,-2.93078
CA1 1EH,54.89498,-2.93264
CA1 1EJ,54.89504,-2.93236
CA1 1EL,54.89364,-2.92763
CA1 1EP,54.89610,-2.92614
CA1 1ER,54.89529,-2.93285
CA1 1ES,54.89535,-2.93249
CA1 1ET,54.89502,-2.93198
CA1 1EU,54.89245,-2.92941
CA1 1EW,54.89506,-2.93211
CA1 1EX,54.89561,-2.93053
CA1 1EY,54.89609,-2.92770
CA1 1EZ,54.89325,-2.92694
CA1 1GA,54.89325,-2.92694
CA1 1GB,54.89317,-2.92693
CA1 1GD,54.89046,-2.94475
CA1 1GE,54.89317,-2.92693
CA1 1GF,54.89046,-2.94475
CA1 1GG,54.89325,-2.92694
CA1 1GH,54.89325,-2.92694
CA1 1GJ,54.89516,-2.93080
CA1 1GL,54.89092,-2.94385
CA1 1HA,54.89428,-2.92922
CA1 1HB,54.89472,-2.92956
CA1 1HD,54.89427,-2.93078
CA1 1HE,54.89487,-2.92777
CA1 1HF,54.89545,-2.92719
CA1 1HG,54.89056,-2.94379
CA1 1HH,54.89452,-2.92821
CA1 1HJ,54.89456,-2.92764
CA1 1HL,54.89484,-2.92672
CA1 1HN,54.89519,-2.92768
CA1 1HP,54.89614,-2.92664
CA1 1HQ,54.89443,-2.92918
CA1 1HR,54.89504,-2.92631
CA1 1HS,54.89592,-2.92913
CA1 1HT,54.89600,-2.93037
CA1 1HU,54.89325,-2.92694
CA1 1HW,54.89519,-2.92768
CA1 1HX,54.89620,-2.93090
CA1 1HY,54.89325,-2.92694
CA1 1HZ,54.89546,-2.93204
CA1 1JA,54.89550,-2.93254
CA1 1JB,54.89670,-2.93141
CA1 1JD,54.89778,-2.93256
CA1 1JE,54.89801,-2.93363
CA1 1JF,54.89092,-2.94385
CA1 1JG,54.89944,-2.93229
CA1 1JH,54.89516,-2.93080
CA1 1JJ,54.89338,-2.92920
CA1 1JL,54.89068,-2.92914
CA1 1JN,54.89292,-2.92643
CA1 1JP,54.89191,-2.92694
CA1 1JQ,54.89976,-2.93423
CA1 1JR,54.89166,-2.92729
CA1 1JS,54.89288,-2.92542
CA1 1JT,54.89357,-2.92445
CA1 1JU,54.89419,-2.92482
CA1 1JW,54.89068,-2.92914
CA1 1JX,54.89414,-2.92604
CA1 1JY,54.89443,-2.92615
CA1 1JZ,54.89458,-2.92494
CA1 1LA,54.89378,-2.92551
CA1 1LB,54.89314,-2.92681
CA1 1LD,54.89330,-2.92708
CA1 1LE,54.89244,-2.92682
CA1 1LF,54.89419,-2.92270
CA1 1LG,54.89416,-2.92052
CA1 1LH,54.89422,-2.91525
CA1 1LJ,54.89458,-2.91530
CA1 1LL,54.89582,-2.91447
CA1 1LN,54.89521,-2.91469
CA1 1LP,54.89464,-2.91824
CA1 1LQ,54.89416,-2.91830
CA1 1LR,54.89509,-2.91998
CA1 1LS,54.89648,-2.91850
CA1 1LT,54.89501,-2.92116
CA1 1LU,54.89459,-2.92280
CA1 1LW,54.89532,-2.91828
CA1 1LX,54.89531,-2.92522
CA1 1LY,54.89583,-2.92332
CA1 1LZ,54.89658,-2.92612
CA1 1NA,54.89695,-2.92482
CA1 1NB,54.89675,-2.92733
CA1 1ND,54.89659,-2.92998
CA1 1NE,54.89651,-2.92817
CA1 1NF,54.89429,-2.92766
CA1 1NG,54.89341,-2.92639
CA1 1NH,54.89159,-2.92760
CA1 1NJ,54.89601,-2.93088
CA1 1NL,54.89262,-2.93027
CA1 1NN,54.89157,-2.93072
CA1 1NP,54.89046,-2.94475
CA1 1NS,54.89184,-2.92893
CA1 1NT,54.89147,-2.92905
CA1 1NW,54.89195,-2.93004
CA1 1NX,54.89098,-2.92787
CA1 1PA,54.89125,-2.92765
CA1 1PB,54.89201,-2.92837
CA1 1PD,54.89158,-2.92916
CA1 1PE,54.89241,-2.92929
CA1 1PF,54.89158,-2.92916
CA1 1PH,54.89247,-2.93074
CA1 1PJ,54.89245,-2.92941
CA1 1PL,54.89248,-2.92918
CA1 1PN,54.89281,-2.92981
CA1 1PP,54.89287,-2.92958
CA1 1PQ,54.89220,-2.92908
CA1 1PR,54.89247,-2.93074
CA1 1PS,54.89158,-2.92916
CA1 1PT,54.89258,-2.92731
CA1 1PU,54.89302,-2.92885
CA1 1PW,54.89247,-2.93074
CA1 1PX,54.89323,-2.92848
CA1 1PY,54.89306,-2.92777
CA1 1PZ,54.89299,-2.92905
CA1 1QA,54.89249,-2.92762
CA1 1QB,54.89094,-2.93315
CA1 1QD,54.89196,-2.92756
CA1 1QF,54.89158,-2.92916
CA1 1QG,54.89158,-2.92916
CA1 1QH,54.89158,-2.92916
CA1 1QL,54.89034,-2.93017
CA1 1QN,54.89225,-2.93223
CA1 1QP,54.89172,-2.93206
CA1 1QQ,54.89218,-2.92772
CA1 1QR,54.89218,-2.93148
CA1 1QS,54.89097,-2.93142
CA1 1QT,54.89066,-2.93226
CA1 1QU,54.89133,-2.93255
CA1 1QW,54.89194,-2.93219
CA1 1QX,54.89098,-2.93323
CA1 1QY,54.89100,-2.93262
CA1 1QZ,54.89098,-2.93323
CA1 1RA,54.89067,-2.93070
CA1 1RB,54.89067,-2.93070
CA1 1RD,54.89052,-2.92835
CA1 1RF,54.89066,-2.93226
CA1 1RG,54.88977,-2.93068
CA1 1RH,54.89067,-2.93070
CA1 1RJ,54.89067,-2.93070
CA1 1RL,54.89182,-2.92979
CA1 1RN,54.89095,-2.92846
CA1 1RP,54.89108,-2.93083
