Postcode,lat,long
NP1 0AA,51.59243,-3.05086
NP1 0AB,51.59426,-3.04801
NP1 0AD,51.59511,-3.05381
NP1 0AE,51.59332,-3.05232
NP1 0AF,51.59599,-3.05527
NP1 0AG,51.59332,-3.05232
NP1 0AH,51.59421,-3.05378
NP1 0AJ,51.59599,-3.05527
NP1 0AL,51.59599,-3.05527
NP1 0AN,51.59331,-3.05376
NP1 0AP,51.59333,-3.05088
NP1 0AQ,51.59421,-3.05378
NP1 0AR,51.59332,-3.05232
NP1 0AS,51.59422,-3.05234
NP1 0AT,51.59511,-3.05381
NP1 0AU,51.59690,-3.05385
NP1 0AW,51.59335,-3.04943
NP1 0AX,51.59423,-3.05090
NP1 0AY,51.59513,-3.05092
NP1 0AZ,51.59512,-3.05236
NP1 0BA,51.59599,-3.05527
NP1 0BB,51.59509,-3.05525
NP1 0BE,51.59690,-3.05385
NP1 0BG,51.59782,-3.05242
NP1 0BH,51.59870,-3.05389
NP1 0BJ,51.59335,-3.04943
NP1 0BL,51.59782,-3.05242
NP1 0BN,51.59425,-3.04945
NP1 0BP,51.59067,-3.04648
NP1 0BQ,51.59871,-3.05244
NP1 0BS,51.59067,-3.04648
NP1 0BT,51.59159,-3.04506
NP1 0BU,51.59067,-3.04648
NP1 0BW,51.59782,-3.05242
NP1 0BX,51.59159,-3.04506
NP1 0BY,51.59247,-3.04653
NP1 0DB,51.59247,-3.04653
NP1 0DD,51.59246,-3.04797
NP1 0DE,51.59246,-3.04797
NP1 0DF,51.59247,-3.04653
NP1 0DL,51.59247,-3.04653
NP1 0DN,51.59070,-3.04360
NP1 0DW,51.59159,-3.04506
NP1 0XA,51.59065,-3.04937
NP1 0XB,51.59067,-3.04648
NP1 0XD,51.59067,-3.04648
NP1 0XE,51.59065,-3.04937
NP1 0XF,51.59067,-3.04648
NP1 0XG,51.59067,-3.04648
NP1 0YA,51.59458,-3.04995
NP1 0YB,51.59457,-3.04995
NP1 0YD,51.59458,-3.04995
NP1 0YE,51.59457,-3.04995
NP1 0YF,51.59067,-3.04648
NP1 2LT,51.60255,-2.91681
NP1 4AA,51.67161,-3.14235
NP1 4AB,51.67161,-3.14235
NP1 4AD,51.66981,-3.14230
NP1 4AE,51.66800,-3.14370
NP1 4AF,51.67252,-3.14092
NP1 4AG,51.67589,-3.16415
NP1 4AH,51.67239,-3.15394
NP1 4AL,51.67520,-3.14244
NP1 4AN,51.67520,-3.14244
